### Taken from DRAKE! Probably best to get our own implementation or sth
# Tabulated SM Higgs width as a function of its mass (both in GeV)
# This table was generated out of tables from darksusy 6.2.4. which were based on HDecay 6.53
# mh	width
4630.	3.905e6
4640.	3.963e6
4650.	4.023e6
4660.	4.083e6
4670.	4.144e6
4680.	4.205e6
4690.	4.268e6
4700.	4.331e6
4710.	4.395e6
4720.	4.46e6
4730.	4.525e6
4740.	4.592e6
4750.	4.659e6
4760.	4.727e6
4770.	4.796e6
4780.	4.866e6
4790.	4.937e6
4800.	5.008e6
4810.	5.081e6
4820.	5.154e6
4830.	5.228e6
4840.	5.304e6
4850.	5.38e6
4860.	5.457e6
4870.	5.535e6
4880.	5.614e6
4890.	5.694e6
4900.	5.775e6
4910.	5.857e6
4920.	5.94e6
4930.	6.024e6
4940.	6.109e6
4950.	6.194e6
4960.	6.282e6
4970.	6.37e6
4980.	6.459e6
4990.	6.549e6
5000.	6.64e6
5010.	6.733e6
5020.	6.826e6
5030.	6.921e6
5040.	7.016e6
5050.	7.113e6
5060.	7.211e6
5070.	7.31e6
5080.	7.411e6
5090.	7.512e6
5100.	7.615e6
5110.	7.719e6
5120.	7.824e6
5130.	7.93e6
5140.	8.038e6
5150.	8.147e6
5160.	8.257e6
5170.	8.368e6
5180.	8.481e6
5190.	8.595e6
5200.	8.71e6
5210.	8.827e6
5220.	8.945e6
5230.	9.064e6
5240.	9.185e6
5250.	9.307e6
5260.	9.431e6
5270.	9.555e6
5280.	9.682e6
5290.	9.809e6
5300.	9.939e6
5310.	1.007e7
5320.	1.02e7
5330.	1.033e7
5340.	1.047e7
5350.	1.061e7
5360.	1.074e7
5370.	1.088e7
5380.	1.103e7
5390.	1.117e7
5400.	1.131e7
5410.	1.146e7
5420.	1.161e7
5430.	1.176e7
5440.	1.191e7
5450.	1.206e7
5460.	1.221e7
5470.	1.237e7
5480.	1.253e7
5490.	1.269e7
5500.	1.285e7
5510.	1.301e7
5520.	1.317e7
5530.	1.334e7
5540.	1.351e7
5550.	1.368e7
5560.	1.385e7
5570.	1.402e7
5580.	1.42e7
5590.	1.438e7
5600.	1.456e7
5610.	1.474e7
5620.	1.492e7
5630.	1.511e7
5640.	1.529e7
5650.	1.548e7
5660.	1.567e7
5670.	1.587e7
5680.	1.606e7
5690.	1.626e7
5700.	1.646e7
5710.	1.666e7
5720.	1.686e7
5730.	1.707e7
5740.	1.728e7
5750.	1.749e7
5760.	1.77e7
5770.	1.791e7
5780.	1.813e7
5790.	1.835e7
5800.	1.857e7
5810.	1.879e7
5820.	1.902e7
5830.	1.925e7
5840.	1.948e7
5850.	1.971e7
5860.	1.995e7
5870.	2.018e7
5880.	2.042e7
5890.	2.067e7
5900.	2.091e7
5910.	2.116e7
5920.	2.141e7
5930.	2.166e7
5940.	2.191e7
5950.	2.217e7
5960.	2.243e7
5970.	2.27e7
5980.	2.296e7
5990.	2.323e7
6000.	2.35e7
6010.	2.377e7
6020.	2.405e7
6030.	2.433e7
6040.	2.461e7
6050.	2.489e7
6060.	2.518e7
6070.	2.547e7
6080.	2.576e7
6090.	2.606e7
6100.	2.636e7
6110.	2.666e7
6120.	2.696e7
6130.	2.727e7
6140.	2.758e7
6150.	2.79e7
6160.	2.821e7
6170.	2.853e7
6180.	2.886e7
6190.	2.918e7
6200.	2.951e7
6210.	2.984e7
6220.	3.018e7
6230.	3.052e7
6240.	3.086e7
6250.	3.121e7
6260.	3.155e7
6270.	3.191e7
6280.	3.226e7
6290.	3.262e7
6300.	3.298e7
6310.	3.335e7
6320.	3.372e7
6330.	3.409e7
6340.	3.447e7
6350.	3.485e7
6360.	3.523e7
6370.	3.562e7
6380.	3.601e7
6390.	3.64e7
6400.	3.68e7
6410.	3.72e7
6420.	3.761e7
6430.	3.802e7
6440.	3.843e7
6450.	3.885e7
6460.	3.927e7
6470.	3.969e7
6480.	4.012e7
6490.	4.055e7
6500.	4.099e7
6510.	4.143e7
6520.	4.188e7
6530.	4.232e7
6540.	4.278e7
6550.	4.323e7
6560.	4.37e7
6570.	4.416e7
6580.	4.463e7
6590.	4.51e7
6600.	4.558e7
6610.	4.607e7
6620.	4.655e7
6630.	4.704e7
6640.	4.754e7
6650.	4.804e7
6660.	4.855e7
6670.	4.905e7
6680.	4.957e7
6690.	5.009e7
6700.	5.061e7
6710.	5.114e7
6720.	5.167e7
6730.	5.221e7
6740.	5.275e7
6750.	5.33e7
6760.	5.385e7
6770.	5.441e7
6780.	5.497e7
6790.	5.554e7
6800.	5.611e7
6810.	5.668e7
6820.	5.727e7
6830.	5.785e7
6840.	5.845e7
6850.	5.904e7
6860.	5.965e7
6870.	6.025e7
6880.	6.087e7
6890.	6.148e7
6900.	6.211e7
6910.	6.274e7
6920.	6.337e7
6930.	6.401e7
6940.	6.466e7
6950.	6.531e7
6960.	6.597e7
6970.	6.663e7
6980.	6.73e7
6990.	6.797e7
7000.	6.865e7
7010.	6.934e7
7020.	7.003e7
7030.	7.073e7
7040.	7.143e7
7050.	7.214e7
7060.	7.286e7
7070.	7.358e7
7080.	7.431e7
7090.	7.504e7
7100.	7.578e7
7110.	7.653e7
7120.	7.728e7
7130.	7.804e7
7140.	7.88e7
7150.	7.957e7
7160.	8.035e7
7170.	8.114e7
7180.	8.193e7
7190.	8.273e7
7200.	8.353e7
7210.	8.434e7
7220.	8.516e7
7230.	8.599e7
7240.	8.682e7
7250.	8.766e7
7260.	8.85e7
7270.	8.936e7
7280.	9.022e7
7290.	9.108e7
7300.	9.196e7
7310.	9.284e7
7320.	9.373e7
7330.	9.462e7
7340.	9.552e7
7350.	9.643e7
7360.	9.735e7
7370.	9.828e7
7380.	9.921e7
7390.	1.002e8
7400.	1.011e8
7410.	1.021e8
7420.	1.03e8
7430.	1.04e8
7440.	1.05e8
7450.	1.06e8
7460.	1.069e8
7470.	1.08e8
7480.	1.09e8
7490.	1.1e8
7500.	1.11e8
7510.	1.12e8
7520.	1.131e8
7530.	1.141e8
7540.	1.152e8
7550.	1.163e8
7560.	1.173e8
7570.	1.184e8
7580.	1.195e8
7590.	1.206e8
7600.	1.217e8
7610.	1.229e8
7620.	1.24e8
7630.	1.251e8
7640.	1.263e8
7650.	1.274e8
7660.	1.286e8
7670.	1.298e8
7680.	1.31e8
7690.	1.322e8
7700.	1.334e8
7710.	1.346e8
7720.	1.358e8
7730.	1.37e8
7740.	1.383e8
7750.	1.395e8
7760.	1.408e8
7770.	1.42e8
7780.	1.433e8
7790.	1.446e8
7800.	1.459e8
7810.	1.472e8
7820.	1.485e8
7830.	1.499e8
7840.	1.512e8
7850.	1.526e8
7860.	1.539e8
7870.	1.553e8
7880.	1.567e8
7890.	1.581e8
7900.	1.595e8
7910.	1.609e8
7920.	1.623e8
7930.	1.637e8
7940.	1.652e8
7950.	1.666e8
7960.	1.681e8
7970.	1.696e8
7980.	1.711e8
7990.	1.726e8
8000.	1.741e8
8010.	1.756e8
8020.	1.771e8
8030.	1.787e8
8040.	1.802e8
8050.	1.818e8
8060.	1.834e8
8070.	1.85e8
8080.	1.866e8
8090.	1.882e8
8100.	1.898e8
8110.	1.915e8
8120.	1.931e8
8130.	1.948e8
8140.	1.965e8
8150.	1.981e8
8160.	1.998e8
8170.	2.016e8
8180.	2.033e8
8190.	2.05e8
8200.	2.068e8
8210.	2.085e8
8220.	2.103e8
8230.	2.121e8
8240.	2.139e8
8250.	2.157e8
8260.	2.176e8
8270.	2.194e8
8280.	2.213e8
8290.	2.231e8
8300.	2.25e8
8310.	2.269e8
8320.	2.288e8
8330.	2.308e8
8340.	2.327e8
8350.	2.346e8
8360.	2.366e8
8370.	2.386e8
8380.	2.406e8
8390.	2.426e8
8400.	2.446e8
8410.	2.467e8
8420.	2.487e8
8430.	2.508e8
8440.	2.529e8
8450.	2.55e8
8460.	2.571e8
8470.	2.592e8
8480.	2.613e8
8490.	2.635e8
8500.	2.657e8
8510.	2.679e8
8520.	2.701e8
8530.	2.723e8
8540.	2.745e8
8550.	2.768e8
8560.	2.79e8
8570.	2.813e8
8580.	2.836e8
8590.	2.859e8
8600.	2.883e8
8610.	2.906e8
8620.	2.93e8
8630.	2.953e8
8640.	2.977e8
8650.	3.002e8
8660.	3.026e8
8670.	3.05e8
8680.	3.075e8
8690.	3.1e8
8700.	3.125e8
8710.	3.15e8
8720.	3.175e8
8730.	3.201e8
8740.	3.226e8
8750.	3.252e8
8760.	3.278e8
8770.	3.304e8
8780.	3.331e8
8790.	3.357e8
8800.	3.384e8
8810.	3.411e8
8820.	3.438e8
8830.	3.465e8
8840.	3.493e8
8850.	3.521e8
8860.	3.548e8
8870.	3.576e8
8880.	3.605e8
8890.	3.633e8
8900.	3.662e8
8910.	3.691e8
8920.	3.72e8
8930.	3.749e8
8940.	3.778e8
8950.	3.808e8
8960.	3.837e8
8970.	3.867e8
8980.	3.898e8
8990.	3.928e8
9000.	3.959e8
9010.	3.989e8
9020.	4.02e8
9030.	4.052e8
9040.	4.083e8
9050.	4.115e8
9060.	4.147e8
9070.	4.179e8
9080.	4.211e8
9090.	4.243e8
9100.	4.276e8
9110.	4.309e8
9120.	4.342e8
9130.	4.375e8
9140.	4.409e8
9150.	4.443e8
9160.	4.477e8
9170.	4.511e8
9180.	4.545e8
9190.	4.58e8
9200.	4.615e8
9210.	4.65e8
9220.	4.685e8
9230.	4.721e8
9240.	4.757e8
9250.	4.793e8
9260.	4.829e8
9270.	4.866e8
9280.	4.902e8
9290.	4.939e8
9300.	4.977e8
9310.	5.014e8
9320.	5.052e8
9330.	5.09e8
9340.	5.128e8
9350.	5.166e8
9360.	5.205e8
9370.	5.244e8
9380.	5.283e8
9390.	5.323e8
9400.	5.362e8
9410.	5.402e8
9420.	5.443e8
9430.	5.483e8
9440.	5.524e8
9450.	5.565e8
9460.	5.606e8
9470.	5.647e8
9480.	5.689e8
9490.	5.731e8
9500.	5.773e8
9510.	5.816e8
9520.	5.859e8
9530.	5.902e8
9540.	5.945e8
9550.	5.989e8
9560.	6.033e8
9570.	6.077e8
9580.	6.122e8
9590.	6.166e8
9600.	6.211e8
9610.	6.257e8
9620.	6.302e8
9630.	6.348e8
9640.	6.394e8
9650.	6.441e8
9660.	6.488e8
9670.	6.535e8
9680.	6.582e8
9690.	6.629e8
9700.	6.677e8
9710.	6.726e8
9720.	6.774e8
9730.	6.823e8
9740.	6.872e8
9750.	6.921e8
9760.	6.971e8
9770.	7.021e8
9780.	7.072e8
9790.	7.122e8
9800.	7.173e8
9810.	7.224e8
9820.	7.276e8
9830.	7.328e8
9840.	7.38e8
9850.	7.433e8
9860.	7.485e8
9870.	7.539e8
9880.	7.592e8
9890.	7.646e8
9900.	7.7e8
9910.	7.755e8
9920.	7.809e8
9930.	7.864e8
9940.	7.92e8
9950.	7.976e8
9960.	8.032e8
9970.	8.088e8
9980.	8.145e8
9990.	8.202e8
10000.	8.26e8
